BattleId;losepick1;losepick2;losepick3;losepick4;losepick5
620370798813704934;Aulus;Clint;Gloo;Kadita;Xavier
619897983043955996;Aamon;Brody;Khufra;Lunox;Minsitthar
280539590351177810;Badang;Claude;Kadita;Pharsa;Yi Sun-shin
719087916282800169;Aulus;Dyrroth;Minotaur;Miya;Valentina
718502417751073272;Granger;Martis;Natalia;Vexana;Wanwan
718099592768380425;Aulus;Faramis;Julian;Karrie;Khufra
717591665640986977;Aulus;Cecilion;Melissa;Minotaur;Yu Zhong
717131670348617062;Brody;Khufra;Minsitthar;Pharsa;Yi Sun-shin
242453233414399089;Fanny;Freya;Khufra;Melissa;Pharsa
696749447778853630;Franco;Helcurt;Kadita;Martis;Wanwan
696653515389328874;Aulus;Bane;Johnson;Julian;Lesley
696561323916319075;Lancelot;Martis;Melissa;Rafaela;Xavier
682686440656486459;Beatrix;Fanny;Faramis;Lapu-Lapu;Selena
258021910041678803;Beatrix;Grock;Martis;Minsitthar;Xavier
257316800965725799;Brody;Martis;Minotaur;Terizla;Valentina
256331754511353777;Hayabusa;Lancelot;Lolita;Valentina;Wanwan
255148576920649878;Aulus;Brody;Grock;Minsitthar;Vale
222139648716845082;Aulus;Beatrix;Kaja;Terizla;Xavier
627276994556101095;Brody;Cyclops;Ling;Martis;Ruby
626240322594831107;Brody;Franco;Freya;Karina;Pharsa
625388961292514639;Brody;Chou;Julian;Lancelot;Minsitthar
657815410326469982;Estes;Lesley;Ling;Martis;Pharsa
657584865071953841;Harley;Minsitthar;Moskov;Paquito;Pharsa
657211198622232608;Clint;Freya;Lancelot;Terizla;Zhask
604293202920958913;Faramis;Hanabi;Harith;Hilda;Lancelot
656570037314348552;Arlott;Badang;Lesley;Luo Yi;Minsitthar
656098772027793393;Brody;Hayabusa;Johnson;Pharsa;Terizla
655191378582132277;Argus;Clint;Estes;Martis;Xavier
654739539432657413;Chou;Harley;Hilda;Popol and Kupa;Valentina
282998527847122796;Barats;Cecilion;Lapu-Lapu;Popol and Kupa;Selena
282201420571689720;Lesley;Ling;Nana;Tigreal;Yin
652260531554041441;Cecilion;Clint;Dyrroth;Kaja;Martis
280447772539828708;Bane;Clint;Franco;Gloo;Helcurt
279329448955294832;Irithel;Julian;Kaja;Thamuz;Xavier
647024257750544743;Aamon;Aurora;Franco;Lesley;Valentina
646791105450879965;Change;Clint;Edith;Franco;Ling
646442908157224144;Akai;Chou;Clint;Fanny;Xavier
664370818910850206;Akai;Grock;Hanzo;Kadita;Lesley
663780686109411283;Aldous;Hanzo;Johnson;Kadita;Lesley
265397859242739716;Clint;Khufra;Lapu-Lapu;Ling;Xavier
265061275540652709;Aldous;Hanzo;Johnson;Kadita;Lesley
264571370096032793;Claude;Faramis;Helcurt;Khufra;Lapu-Lapu
264147246370518855;Brody;Grock;Helcurt;Minsitthar;Valentina
263585662216696265;Akai;Aldous;Hanzo;Kadita;Lesley
262691325471615591;Edith;Fanny;Faramis;Kaja;Melissa
261934861471704330;Claude;Faramis;Grock;Ling;Yu Zhong
261051957929566053;Aldous;Hanzo;Johnson;Julian;Lesley
260230863261784722;Arlott;Brody;Khufra;Lancelot;Valentina
259389341729543667;Alice;Fanny;Irithel;Khufra;Pharsa
257810181039050196;Aldous;Hanzo;Johnson;Kadita;Lesley
256721037462325375;Hanzo;Kaja;Moskov;Terizla;Valentina
255699977707176845;Aldous;Hanzo;Johnson;Kadita;Lesley
254666329402883704;Aldous;Arlott;Moskov;Natan;Ruby
253926847703661225;Grock;Khufra;Martis;Miya;Valentina
253074034702398962;Aldous;Hanzo;Johnson;Kadita;Lesley
594670990119641451;Aldous;Hanzo;Johnson;Kadita;Lesley
593995696706656540;Brody;Cyclops;Khufra;Ling;Minsitthar
650199750410842212;Estes;Joy;Lapu-Lapu;Miya;Valentina
612617656994495402;Atlas;Fanny;Melissa;Terizla;Vexana
649380837586447094;Franco;Gloo;Martis;Melissa;Nana
589830218379227345;Aldous;Fredrinn;Moskov;Selena;Zhask
589258206044809998;Aamon;Clint;Selena;Valir;Yu Zhong
588802020388431478;Cyclops;Esmeralda;Minotaur;Miya;Vexana
584097197248264914;Atlas;Chou;Kagura;Martis;Miya
583561090840442344;Gloo;Harley;Lancelot;Lolita;Miya
580008890893636770;Franco;Hayabusa;Miya;Xavier;Zilong
579588177372155992;Cecilion;Estes;Freya;Jawhead;Moskov
579061425403103918;Fanny;Harley;Khufra;Melissa;Thamuz
578074128385867470;Benedetta;Brody;Julian;Pharsa;Selena
577790089313680117;Aldous;Cecilion;Franco;Hayabusa;Miya
642336988141713314;Aldous;Layla;Martis;Miya;Vexana
639204354960122279;Lancelot;Lesley;Lolita;Minsitthar;Pharsa
650632464069632337;Estes;Hayabusa;Melissa;Odette;Terizla
650076673826691882;Beatrix;Cecilion;Kaja;Lolita;Martis
649635134008792678;Brody;Gloo;Ling;Lolita;Valir
649182272657101223;Beatrix;Franco;Hayabusa;Minsitthar;Xavier
636534534568217635;Badang;Cyclops;Edith;Hanabi;Kimmy
263706900551763025;Kadita;Lapu-Lapu;Ling;Melissa;Pharsa
262996435651591806;Chou;Khufra;Odette;Wanwan;Yi Sun-shin
262481323043912270;Beatrix;Grock;Kaja;Martis;Xavier
256026206241339762;Clint;Cyclops;Lapu-Lapu;Nana;Saber
713557282598991697;Kaja;Leomord;Nana;Popol and Kupa;Xavier
707088718253802363;Akai;Hanabi;Harley;Selena;Terizla
706124575405259815;Aulus;Claude;Freya;Odette;Valentina
235725364711907505;Aldous;Angela;Hanabi;Roger;Valentina
235133642772568680;Hanzo;Kaja;Martis;Moskov;Nana
234478582950515653;Edith;Faramis;Hanzo;Minsitthar;Natan
605125906883922643;Atlas;Beatrix;Joy;Pharsa;Ruby
604551098525795576;Fanny;Grock;Kaja;Melissa;Valentina
604064848098344943;Brody;Estes;Granger;Lapu-Lapu;Valentina
603587526907902759;Edith;Hanzo;Minotaur;Odette;Yve
231350652758112053;Cecilion;Change;Joy;Nana;Zhask
233725275753532654;Beatrix;Fanny;Hilda;Minotaur;Valentina
233223383055190014;Gloo;Leomord;Moskov;Selena;Valentina
652017496535102142;Dyrroth;Fredrinn;Jawhead;Karrie;Xavier
651738628603538861;Hanabi;Johnson;Martis;Roger;Vale
263144169643437558;Angela;Dyrroth;Fredrinn;Moskov;Valentina
601514376260736977;Hilda;Joy;Lapu-Lapu;Melissa;Pharsa
600853230470025858;Diggie;Karrie;Lapu-Lapu;Martis;Xavier
701094481508644130;Aldous;Estes;Lesley;Martis;Valentina
583581328726765247;Brody;Diggie;Hanzo;Hilda;Julian
671237019917992213;Brody;Granger;Julian;Minsitthar;Xavier
670976323993058400;Brody;Change;Lancelot;Leomord;Selena
239796967940350179;Beatrix;Cyclops;Hilda;Julian;Minsitthar
698342150501011054;Aldous;Brody;Hylos;Lancelot;Xavier
235406622305934341;Fanny;Lolita;Melissa;Pharsa;Yu Zhong
675710773817890571;Grock;Lancelot;Lylia;Melissa;Yu Zhong
234120734867312807;Aamon;Bane;Claude;Kadita;Khufra
628459218664502467;Hanabi;Lancelot;Masha;Minsitthar;Xavier
627892892866785171;Hayabusa;Kadita;Khaleed;Khufra;Melissa
222848077802842699;Bane;Kagura;Moskov;Selena;Yu Zhong
659386444939318041;Beatrix;Fredrinn;Kadita;Ruby;Valentina
658865418161671230;Hanzo;Kaja;Lesley;Pharsa;Terizla
658141814956540707;Alpha;Atlas;Lesley;Xavier;Yi Sun-shin
657076731786606189;Chou;Hanabi;Hayabusa;Khufra;Pharsa
656503362242523022;Franco;Hanzo;Karrie;Valentina;X.Borg
656137916360207129;Dyrroth;Grock;Kagura;Karrie;Khufra
275634784943776627;Brody;Joy;Khufra;Kimmy;Martis
591064574800656494;Khufra;Lapu-Lapu;Moskov;Pharsa;Saber
707322355886552203;Aulus;Franco;Hayabusa;Melissa;Pharsa
684672497958672494;Akai;Khufra;Melissa;Terizla;Valentina
282706714884459419;Julian;Khufra;Martis;Natan;Pharsa
282106600579024374;Beatrix;Cecilion;Franco;Freya;Martis
679480951944907478;Atlas;Badang;Fanny;Lesley;Pharsa
679107191005906483;Brody;Fanny;Gusion;Kaja;Yu Zhong
678776302430454278;Badang;Khufra;Moskov;Pharsa;Yi Sun-shin
678279215800515489;Akai;Chou;Fredrinn;Lesley;Valentina
677871056468440632;Chou;Fredrinn;Lolita;Melissa;Pharsa
677551549556322815;Badang;Claude;Kaja;Lancelot;Pharsa
671331882860892513;Arlott;Fanny;Grock;Wanwan;Xavier
671108445777251627;Lolita;Martis;Terizla;Wanwan;Yve
670860776488126734;Chou;Claude;Franco;Martis;Valir
670499294860624807;Chou;Ling;Pharsa;Wanwan;Yin
670044810011295158;Brody;Gloo;Lancelot;Pharsa;Selena
625263243305228989;Freya;Hanzo;Minsitthar;Moskov;Xavier
624592068765881826;Claude;Edith;Hayabusa;Kadita;Lapu-Lapu
623963766590083428;Arlott;Beatrix;Freya;Minsitthar;Yve
623107835442563888;Alice;Change;Freya;Khufra;Natan
622475294134044255;Arlott;Khufra;Pharsa;Wanwan;Yi Sun-shin
621908620443976137;Cyclops;Franco;Melissa;Ruby;Yve
621477921123532296;Carmilla;Chou;Clint;Roger;Xavier
284915444766273646;Arlott;Khufra;Moskov;Valentina;Yi Sun-shin
284385673435212621;Grock;Khufra;Melissa;Sun;Valentina
264518726680120092;Alucard;Khufra;Melissa;Terizla;Valentina
262467879796275763;Clint;Julian;Kadita;Kaja;Lancelot
246767802939354385;Akai;Beatrix;Hilda;X.Borg;Xavier
245773371981440909;Julian;Khufra;Lapu-Lapu;Melissa;Valentina
244288567427473375;Brody;Fanny;Franco;Gloo;Pharsa
242987677668088156;Akai;Julian;Khufra;Wanwan;Xavier
697132902457280051;Beatrix;Edith;Franco;Valir;X.Borg
696396994170847432;Beatrix;Chou;Kaja;Paquito;Yve
695592628400683538;Cecilion;Claude;Hayabusa;Julian;Khufra
695036189617681583;Aamon;Atlas;Karrie;Pharsa;Yin
692874760210865173;Brody;Franco;Hanzo;Lylia;Ruby
692549270409304271;Benedetta;Gord;Lolita;Miya;Terizla
685883378086680730;Aldous;Beatrix;Johnson;Julian;Lancelot
685362909654782764;Hanzo;Joy;Moskov;Selena;Valentina
226178983852739301;Clint;Khufra;Minsitthar;Nana;X.Borg
225654211863610798;Edith;Harley;Lolita;Natan;Xavier
287162120682004917;Clint;Edith;Khufra;Ling;Pharsa
592966038425115282;Atlas;Hanzo;Karrie;Masha;Pharsa
280296903223948911;Brody;Dyrroth;Kaja;Martis;Zhask
279654492080583022;Harley;Martis;Minotaur;Minsitthar;Moskov
635068254209846417;Akai;Brody;Franco;Gloo;Odette
665551410930993368;Johnson;Melissa;Pharsa;Saber;Uranus
664756240685810156;Brody;Khufra;Lapu-Lapu;Wanwan;Yve
664120387957505211;Claude;Grock;Hayabusa;Kaja;Pharsa
663391257129465626;Clint;Lolita;Martis;Yve;Zilong
662659948753007049;Granger;Hylos;Natan;Vexana;Yu Zhong
661778904931707857;Claude;Gloo;Kaja;Xavier;Yin
246474005703103917;Claude;Estes;Martis;Uranus;Valentina
243646770466063074;Julian;Khufra;Lesley;Uranus;Valentina
242965408264289574;Brody;Kaja;Lancelot;Masha;Valentina
242336736721303360;Claude;Franco;Hayabusa;Pharsa;Terizla
241740900203295120;Clint;Cyclops;Jawhead;Kadita;Lancelot
240964932756892329;Guinevere;Harley;Kaja;Lesley;Yve
240199307591738419;Fanny;Grock;Julian;Lesley;Valentina
710470360755861374;Brody;Franco;Lancelot;Pharsa;Uranus
709805602897654137;Arlott;Beatrix;Martis;Selena;Valentina
709176789620747315;Khufra;Moskov;Valentina;Yin;Yu Zhong
708447671677609604;Hanabi;Khufra;Martis;Minsitthar;Xavier
260339895301737704;Hayabusa;Khufra;Lylia;Melissa;Zilong
259374403833464341;Angela;Fanny;Lesley;Pharsa;Terizla
580937505773355444;Brody;Franco;Lancelot;Minsitthar;Valentina
580185753352567616;Chou;Clint;Fanny;Pharsa;Terizla
579552572093920801;Franco;Grock;Julian;Lylia;Wanwan
578847128010518703;Beatrix;Guinevere;Kaja;Ling;Lylia
578262509947087951;Alice;Badang;Clint;Cyclops;Johnson
577654213728954328;Grock;Lapu-Lapu;Lylia;Melissa;Saber
576999342885462804;Badang;Lolita;Lylia;Wanwan;Yi Sun-shin
648090229979372531;Clint;Khaleed;Lunox;Minsitthar;Yi Sun-shin
647162293705135246;Alice;Angela;Lylia;Minotaur;Wanwan
646611511394062272;Martis;Mathilda;Minsitthar;Moskov;Vexana
646084458777299632;Badang;Claude;Lolita;Lylia;Yi Sun-shin
674196767781272460;Dyrroth;Franco;Moskov;Pharsa;Roger
673985451095340740;Franco;Freya;Kimmy;Ling;Lunox
225718705094474832;Kadita;Layla;Ling;Lylia;Ruby
224800922122925551;Aulus;Chou;Johnson;Lesley;Lylia
223969163051348150;Aamon;Floryn;Karrie;Lylia;Martis
668219667953822466;Bane;Clint;Fanny;Franco;Valentina
626464176290735051;Beatrix;Carmilla;Chou;Faramis;Ling
584710260880750703;Brody;Kaja;Martis;Terizla;Vexana
584557248375862279;Cecilion;Estes;Harley;Karrie;Minsitthar
584304888982449606;Fredrinn;Lapu-Lapu;Lolita;Melissa;Valentina
584006891266549639;Aamon;Khufra;Lesley;Valentina;Zilong
583664767056650591;Edith;Lapu-Lapu;Ling;Valentina;Wanwan
583303362738559924;Claude;Gloo;Hayabusa;Kadita;Valentina
582922772801558133;Claude;Gloo;Gord;Hayabusa;Minsitthar
582478939471122697;Beatrix;Cecilion;Joy;Kaja;Lancelot
581963367301942140;Akai;Alice;Argus;Beatrix;Martis
581515230414276366;Beatrix;Faramis;Khufra;Lancelot;Lapu-Lapu
580929697522811298;Kadita;Lesley;Terizla;Valentina;Yi Sun-shin
690236129874704893;Faramis;Hanabi;Kadita;Ling;Terizla
689571960427017391;Franco;Joy;Julian;Lancelot;Lesley
688707563898957347;Claude;Franco;Freya;Granger;Lunox
688006620941281522;Atlas;Claude;Kadita;Lancelot;Lapu-Lapu
687184027329913574;Brody;Floryn;Julian;Lancelot;Terizla
686416868861435218;Claude;Kaja;Lancelot;Ling;Pharsa
685265800446235545;Badang;Khufra;Ling;Melissa;Pharsa
684511788872649737;Brody;Fanny;Gloo;Khufra;Yve
236398884304701960;Brody;Lancelot;Lunox;Minsitthar;Rafaela
235336949345796878;Carmilla;Cecilion;Esmeralda;Gusion;Wanwan
628549597660677284;Change;Claude;Estes;Fanny;Paquito
582615785718060866;Beatrix;Edith;Julian;Martis;Rafaela
685823420345243778;Brody;Change;Fanny;Gloo;Khufra
685253430940423036;Belerick;Change;Fanny;Irithel;Minotaur
247032493185841557;Change;Franco;Lancelot;Moskov;Yin
246513390553543858;Fanny;Lapu-Lapu;Melissa;Minotaur;Pharsa
245808049549356618;Franco;Gloo;Lancelot;Yve;Zilong
245335375513528851;Cyclops;Franco;Freya;Joy;Popol and Kupa
618613139282386156;Change;Fanny;Franco;Gloo;Lesley
618196866757089270;Benedetta;Gord;Gusion;Khufra;Melissa
617707399399133716;Beatrix;Chou;Harley;Lancelot;Ling
617160491148561280;Beatrix;Change;Gloo;Lancelot;Valir
616793421768607528;Change;Granger;Hanabi;Jawhead;Khufra
616412694392652492;Alucard;Change;Franco;Ling;Melissa
271778844909798845;Franco;Gloo;Kagura;Karrie;Martis
271218411807211764;Aamon;Lapu-Lapu;Minotaur;Moskov;Vale
270938122241474168;Angela;Bruno;Grock;Lancelot;Lunox
258116004185362265;Baxia;Hanzo;Lapu-Lapu;Melissa;Pharsa
256929429275527553;Claude;Lapu-Lapu;Ling;Lolita;Pharsa
598565915571765688;Brody;Change;Fanny;Khufra;Lapu-Lapu
713390637869676565;Benedetta;Lolita;Martis;Moskov;Pharsa
596175564408074182;Beatrix;Change;Kadita;Ling;Minsitthar
588934318266721709;Beatrix;Fredrinn;Lancelot;Lolita;Valentina
588397533254065777;Atlas;Baxia;Granger;Lapu-Lapu;Xavier
697367618127074267;Jawhead;Johnson;Khufra;Lesley;Xavier
696791620063004927;Clint;Gloo;Khufra;Valentina;Xavier
263857967438413316;Chou;Hanzo;Terizla;Valentina;Wanwan
263670144223590547;Beatrix;Faramis;Fredrinn;Grock;Minsitthar
263377944713539974;Khufra;Melissa;Pharsa;Terizla;Yi Sun-shin
262754895282742842;Brody;Cecilion;Grock;Hanzo;Kaja
262099234165267809;Cecilion;Claude;Grock;Lapu-Lapu;Ling
261669423903053977;Beatrix;Cecilion;Faramis;Fredrinn;Terizla
261091871060824850;Brody;Helcurt;Khufra;Minsitthar;Pharsa
581732435500370216;Claude;Hayabusa;Khufra;Lancelot;Pharsa
581054341768708801;Beatrix;Franco;Gloo;Jawhead;Luo Yi
257226958840166730;Akai;Cecilion;Franco;Gloo;Moskov
689179078293615021;Edith;Kadita;Kaja;Ling;Wanwan
687423828238951585;Cecilion;Kaja;Ling;Melissa;Yu Zhong
646864802795377158;Beatrix;Cecilion;Hayabusa;Kaja;Yu Zhong
646032944939551276;Balmond;Joy;Khufra;Pharsa;Wanwan
645362801192354563;Franco;Martis;Melissa;Minsitthar;Valentina
675515099402366829;Estes;Martis;Masha;Moskov;Valentina
675078331293133802;Brody;Dyrroth;Harith;Khufra;Pharsa
674568411300915073;Arlott;Faramis;Hayabusa;Irithel;Lylia
674162468171965345;Alice;Clint;Kadita;Lunox;Minsitthar
673804791885488106;Estes;Moskov;Paquito;Xavier;Yu Zhong
222882201317534754;Bane;Cecilion;Claude;Estes;Martis
222367449487108113;Claude;Kaja;Martis;Ruby;Xavier
221848269545399229;Fanny;Floryn;Fredrinn;Lesley;Valentina
221391474003664837;Alice;Beatrix;Benedetta;Lancelot;Xavier
220855732668062421;Claude;Edith;Lolita;Lylia;Yi Sun-shin
220244803634975924;Brody;Gusion;Lolita;X.Borg;Yi Sun-shin
219847965836693587;Estes;Gloo;Lesley;Luo Yi;Martis
219344724518619689;Aamon;Estes;Lesley;Phoveus;Valentina
268797398871502035;Hayabusa;Kadita;Kaja;Karrie;Lapu-Lapu
268054528443082406;Joy;Kaja;Lesley;Martis;Pharsa
267306456809267355;Beatrix;Edith;Estes;Martis;Xavier
266722994092039183;Beatrix;Estes;Freya;Lancelot;Luo Yi
265880145414903224;Atlas;Hanabi;Hanzo;Yu Zhong;Yve
707262926423630426;Claude;Estes;Fredrinn;Minsitthar;Yve
706599147817966541;Brody;Chou;Estes;Ling;Xavier
667020942581044611;Arlott;Granger;Lunox;Melissa;Ruby
666491076760703026;Atlas;Barats;Change;Edith;Melissa
711603394603174911;Akai;Aldous;Brody;Ling;Lunox
711051379636487887;Bane;Clint;Lancelot;Lapu-Lapu;Minsitthar
698159867793768737;Angela;Claude;Leomord;Pharsa;Ruby
697617323229969508;Chou;Estes;Fanny;Gloo;Kimmy
696843683655841300;Chou;Hanzo;Lesley;Rafaela;Vale
664779356198938620;Cecilion;Hanzo;Lesley;Terizla;Tigreal
664232465128235796;Brody;Julian;Minsitthar;Nana;Selena
663642392456338991;Karina;Khufra;Lesley;Martis;Xavier
625431945324441168;Clint;Eudora;Hayabusa;Minsitthar;Zilong
624425896479991901;Brody;Estes;Fredrinn;Khaleed;Xavier
245273334709596575;Hilda;Khufra;Lesley;Lunox;Yi Sun-shin
244988960629959268;Alice;Brody;Granger;Kagura;Khufra
244779387700749642;Khufra;Lesley;X.Borg;Xavier;Yi Sun-shin
599901341161983017;Cecilion;Grock;Hayabusa;Khufra;Lesley
599110813776446724;Akai;Clint;Dyrroth;Estes;Xavier
598460349569400754;Brody;Estes;Hanzo;Joy;Kadita
597738820833475144;Akai;Fredrinn;Lesley;Thamuz;Yve
596404799696367975;Aamon;Khufra;Moskov;Nana;X.Borg
690773627851671406;Angela;Aulus;Claude;Gatotkaca;Vale
689943307594137916;Lolita;Terizla;Wanwan;X.Borg;Xavier
279639996565958993;Aulus;Hylos;Lolita;Melissa;Yve
679937691651809506;Atlas;Aulus;Karrie;Melissa;Pharsa
276857308729711873;Aulus;Beatrix;Joy;Lolita;Nana
262655204796509305;Gusion;Harith;Hilda;Lesley;Selena
623472083028781022;Dyrroth;Gusion;Johnson;Popol and Kupa;Xavier
666713096505349246;Cecilion;Diggie;Gusion;Karrie;Martis
664594810045022360;Angela;Carmilla;Lunox;Popol and Kupa;Yin
663987772252306351;Aulus;Brody;Franco;Lapu-Lapu;Yve
663304004868847217;Chou;Claude;Franco;Ling;Valentina
613724122174531058;Carmilla;Hayabusa;Lapu-Lapu;Moskov;Nana
248364611652099890;Aulus;Beatrix;Esmeralda;Gloo;Kaja
612087993037822735;Atlas;Fanny;Lapu-Lapu;Moskov;Xavier
246469105145419174;Hanzo;Jawhead;Lolita;Moskov;Vale
654820344947600489;Aulus;Diggie;Lapu-Lapu;Lesley;Vexana
587488864202647481;Estes;Hilda;Karrie;Martis;Pharsa
286036620208759326;Akai;Aulus;Gord;Hanabi;Yin
284859120564821086;Claude;Fanny;Franco;Martis;Xavier
704752668363181391;Balmond;Hylos;Karrie;Lancelot;Vexana
635426458777537710;Belerick;Floryn;Helcurt;Valir;Wanwan
635071333701633943;Aamon;Beatrix;Edith;Khufra;Nana
634552213889466261;Gloo;Hanabi;Kadita;Khufra;Martis
634198201210091941;Julian;Karrie;Khufra;Terizla;Valentina
633842431889093371;Beatrix;Benedetta;Hayabusa;Hylos;Valentina
633458667971259021;Cecilion;Hylos;Lancelot;Lapu-Lapu;Moskov
633266206191756678;Hanzo;Hylos;Moskov;Terizla;Xavier
633097611545518140;Cecilion;Hylos;Kimmy;Lesley;Martis
672556438166534372;Atlas;Beatrix;Cecilion;Edith;Estes
672481091555259606;Akai;Hayabusa;Miya;Terizla;Xavier
228849177907519853;Fredrinn;Grock;Kadita;Melissa;Valentina
228543350466239323;Arlott;Claude;Fanny;Lunox;Minsitthar
228202080954832312;Esmeralda;Fredrinn;Kagura;Kaja;Melissa
227806377027915840;Alice;Arlott;Cecilion;Hylos;Wanwan
227317077173684858;Alice;Cecilion;Freya;Hylos;Wanwan
669457086686508812;Julian;Khufra;Lesley;Ling;Pharsa
668972648735257099;Akai;Brody;Cecilion;Fanny;Paquito
668249075594898246;Brody;Khufra;Phoveus;Valir;Yi Sun-shin
667144624754729458;Arlott;Claude;Khufra;Martis;Yve
666269873060518682;Alice;Hylos;Terizla;Valentina;Wanwan
266722581775658363;Beatrix;Julian;Khufra;Valentina;Yu Zhong
266611324942821495;Carmilla;Kaja;Karrie;Lancelot;Lunox
266470510145053396;Brody;Franco;Lapu-Lapu;Lunox;Xavier
266217343297788511;Change;Franco;Hanzo;Minsitthar;Popol and Kupa
265968888029647790;Akai;Alice;Bruno;Gloo;Ling
265743874693009046;Clint;Fredrinn;Harley;Minsitthar;Terizla
265446422437955806;Chou;Hayabusa;Kaja;Valentina;Wanwan
604820951322851937;Akai;Joy;Lancelot;Lesley;Odette
251479854511270838;Claude;Franco;Lancelot;Martis;Valentina
248534808321299069;Grock;Lesley;Minotaur;Selena;Valentina
247889042808474860;Bane;Kaja;Martis;Moskov;Valentina
577858383589062419;Claude;Gloo;Martis;Minotaur;Xavier
577580872867164835;Arlott;Claude;Fredrinn;Selena;Xavier
694265844285220770;Alice;Brody;Kaja;Khaleed;Pharsa
693851470135468746;Arlott;Beatrix;Diggie;Ling;Vale
668475424666119787;Brody;Gusion;Hayabusa;Johnson;Yu Zhong
668112633073592201;Arlott;Claude;Hayabusa;Lolita;Pharsa
667827069288014569;Irithel;Joy;Khufra;Martis;Xavier
667354416727022652;Beatrix;Fanny;Kaja;Martis;Valentina
580819372697878697;Akai;Brody;Fanny;Martis;Yve
580289386618453022;Akai;Aldous;Kagura;Lesley;Sun
579678985866344228;Cecilion;Gloo;Joy;Khufra;Moskov
578801420968554582;Beatrix;Gloo;Khufra;Xavier;Yi Sun-shin
578271400529390688;Brody;Faramis;Khufra;Lapu-Lapu;Yi Sun-shin
577609447284828036;Benedetta;Claude;Fanny;Kaja;Valentina
576543586725814212;Chou;Hayabusa;Khufra;Melissa;Pharsa
686065695155444353;Badang;Harley;Khufra;Melissa;X.Borg
246692108437698139;Benedetta;Chou;Lesley;Ling;Valentina
246103938436313341;Kagura;Khufra;Leomord;Melissa;Terizla
245518757732166581;Aldous;Grock;Lancelot;Melissa;Xavier
244982092978595575;Claude;Hanzo;Khufra;Ruby;Valentina
244531576679047950;Gusion;Khufra;Lapu-Lapu;Wanwan;Xavier
666193401167813251;Brody;Chou;Lancelot;Valir;Xavier
664440118208171305;Alucard;Brody;Gloo;Khufra;Pharsa
663581601490339361;Benedetta;Hayabusa;Khufra;Lesley;Valentina
663118367792628223;Atlas;Aulus;Beatrix;Lancelot;Lunox
662501885366827998;Benedetta;Granger;Kaja;Layla;Yve
588477634394136462;Claude;Floryn;Hayabusa;Pharsa;Ruby
588101768921160255;Aamon;Chou;Mathilda;Melissa;Pharsa
587762101432554799;Brody;Edith;Hilda;Julian;Valentina
587338819520630384;Brody;Helcurt;Johnson;Valentina;Yu Zhong
586944326774491018;Atlas;Hanabi;Nana;Thamuz;Uranus
586719098689487640;Claude;Faramis;Lancelot;Natan;Terizla
586412828866575439;Fanny;Lolita;Moskov;Nana;Yin
586264416271661182;Julian;Lolita;Martis;Wanwan;Yu Zhong
695619871380267680;Alucard;Brody;Franco;Lancelot;Vale
695498628748467154;Claude;Kagura;Minsitthar;Selena;Yin
695397426434069882;Gloo;Martis;Natalia;Wanwan;Xavier
695315517112766580;Beatrix;Kadita;Ling;Lolita;Yu Zhong
585146822831556743;Brody;Grock;Kagura;Lancelot;Ling
246258342510604896;Chou;Moskov;Paquito;Pharsa;Roger
245688245731601720;Chou;Hayabusa;Irithel;Kagura;Saber
245131794063697992;Brody;Faramis;Franco;Hanzo;Yu Zhong
679224916059490221;Brody;Gloo;Kaja;Lunox;Yi Sun-shin
678832549322162875;Aldous;Brody;Gloo;Kadita;Martis
678509542011698842;Aamon;Fredrinn;Kadita;Melissa;Pharsa
262665581437822176;Baxia;Brody;Gord;Lolita;Yin
262374906641162455;Karrie;Lancelot;Lapu-Lapu;Natalia;Vexana
261935634565995389;Aamon;Dyrroth;Lesley;Pharsa;Selena
261350887653545331;Atlas;Dyrroth;Hanabi;Hayabusa;Valentina
257657323153161133;Aldous;Brody;Eudora;Franco;Martis
256641821085693479;Faramis;Lapu-Lapu;Martis;Minotaur;Wanwan
255620774215446759;Arlott;Atlas;Brody;Harley;Martis
682158073779989837;Alice;Atlas;Dyrroth;Lesley;Xavier
681633336150599276;Claude;Dyrroth;Gloo;Jawhead;Kagura
681073113501409022;Beatrix;Change;Dyrroth;Franco;Lancelot
680745957252537018;Aldous;Franco;Lesley;Martis;Vexana
242861281077499177;Clint;Dyrroth;Estes;Martis;Xavier
242310103629435092;Brody;Fredrinn;Khufra;Pharsa;Terizla
241379899612465619;Arlott;Claude;Dyrroth;Franco;Julian
240508429273269085;Aldous;Dyrroth;Lesley;Minotaur;Xavier
239882055537786567;Estes;Faramis;Hanzo;Julian;Layla
239123907910695221;Alucard;Brody;Minsitthar;Xavier;Yu Zhong
638594529734292395;Dyrroth;Franco;Minsitthar;Popol and Kupa;Xavier
670283996740010171;Clint;Dyrroth;Granger;Tigreal;Xavier
580400613386517774;Gloo;Grock;Lancelot;Lesley;Lunox
579849328564271234;Atlas;Fredrinn;Lapu-Lapu;Melissa;Pharsa
579036454463894048;Franco;Hayabusa;Moskov;Ruby;Xavier
578295787353697422;Angela;Badang;Brody;Lancelot;Valentina
577405998978983432;Claude;Joy;Kaja;Khaleed;Xavier
576704944352157937;Aamon;Joy;Kadita;Melissa;Minotaur
251377823268363066;Beatrix;Franco;Ling;Pharsa;Yin
250767250717562775;Beatrix;Esmeralda;Hayabusa;Khufra;Valentina
250169000427934657;Claude;Fanny;Fredrinn;Khufra;Valentina
