BattleId;winpick1;winpick2;winpick3;winpick4;winpick5;losepick1;losepick2;losepick3;losepick4;losepick5
579205040520196974;Grock;Lancelot;Lapu-Lapu;Pharsa;Wanwan;Beatrix;Chou;Kadita;Mathilda;Paquito
668896013633794377;Gloo;Kaja;Lesley;Ling;Pharsa;Claude;Floryn;Hanzo;Valentina;Yu Zhong
668138931158592075;Brody;Gloo;Khufra;Lancelot;Pharsa;Arlott;Claude;Grock;Hayabusa;Yve
667537012966892836;Claude;Fredrinn;Gloo;Khufra;Yve;Hanzo;Lesley;Minsitthar;Pharsa;Yu Zhong
220989602504188059;Gloo;Kadita;Lancelot;Moskov;Pharsa;Khufra;Martis;Melissa;Terizla;Valentina
219866339707263762;Khufra;Lapu-Lapu;Ling;Melissa;Valentina;Kaja;Lesley;Minsitthar;Pharsa;Yi Sun-shin
665583674725570016;Claude;Gloo;Khufra;Lancelot;Pharsa;Benedetta;Brody;Franco;Lunox;Yu Zhong
664989891201929566;Claude;Gloo;Grock;Lancelot;Lylia;Beatrix;Hayabusa;Johnson;Kadita;Minsitthar
664385649432923324;Brody;Faramis;Khufra;Lancelot;Yu Zhong;Gloo;Julian;Kaja;Melissa;Valentina
660657295697437649;Beatrix;Gloo;Grock;Helcurt;Pharsa;Alice;Cyclops;Granger;Kadita;Karrie
660133202313141480;Alice;Grock;Hanzo;Melissa;Pharsa;Claude;Fredrinn;Kadita;Khufra;Lapu-Lapu
277224537023802406;Beatrix;Fredrinn;Grock;Lapu-Lapu;Pharsa;Kadita;Martis;Melissa;Valentina;X.Borg
276177780479320876;Fredrinn;Lapu-Lapu;Lolita;Pharsa;Wanwan;Beatrix;Grock;Karina;Minsitthar;Yve
275704127190949702;Fredrinn;Grock;Kaja;Pharsa;Wanwan;Beatrix;Khufra;Ling;Minsitthar;Valentina
275004266565032350;Fredrinn;Grock;Khufra;Melissa;Valentina;Claude;Lapu-Lapu;Martis;Minsitthar;Pharsa
274452449166841140;Beatrix;Fredrinn;Gloo;Khufra;Pharsa;Fanny;Faramis;Lesley;Minsitthar;Yu Zhong
695969958459536024;Arlott;Claude;Kadita;Khufra;Ling;Estes;Gatotkaca;Hanzo;Lesley;Vexana
581209974203647022;Arlott;Claude;Kagura;Khufra;Lancelot;Belerick;Karrie;Martis;Minsitthar;Yve
580608640127499989;Gloo;Khufra;Ling;Pharsa;Wanwan;Claude;Faramis;Hanzo;Kaja;Terizla
240944956864333465;Aldous;Angela;Gloo;Gusion;Lesley;Akai;Atlas;Gord;Lancelot;Wanwan
240317934588789238;Fanny;Gloo;Lesley;Lolita;Vale;Edith;Ling;Lylia;Moskov;Saber
239695327539625318;Argus;Atlas;Aurora;Martis;Moskov;Balmond;Bruno;Change;Franco;Lapu-Lapu
239048630018898088;Arlott;Chou;Gord;Moskov;Yi Sun-shin;Clint;Freya;Khufra;Lancelot;Vale
237913843824717896;Arlott;Beatrix;Gord;Kaja;Ling;Brody;Franco;Joy;Yu Zhong;Yve
237292791553715087;Brody;Hanzo;Martis;Pharsa;Valir;Fredrinn;Kaja;Karrie;Minsitthar;Xavier
234623916055844150;Lancelot;Lapu-Lapu;Lesley;Minsitthar;Valir;Aamon;Clint;Gloo;Gord;Khufra
234029960733511630;Chou;Claude;Diggie;Gord;Helcurt;Freya;Irithel;Ling;Minsitthar;Valentina
233429494240758285;Balmond;Brody;Franco;Luo Yi;Sun;Chou;Fanny;Faramis;Khufra;Lesley
233062789933024852;Edith;Hanabi;Julian;Minsitthar;Valentina;Benedetta;Gord;Granger;Kaja;Moskov
232611685222957426;Claude;Floryn;Gord;Hanzo;Yu Zhong;Brody;Gloo;Harley;Julian;Kaja
674062605887846545;Esmeralda;Fredrinn;Kadita;Odette;Wanwan;Claude;Franco;Julian;Pharsa;Phoveus
231468266144510631;Beatrix;Gord;Hayabusa;Khufra;Lapu-Lapu;Aamon;Joy;Lolita;Lylia;Moskov
231062692382747563;Alucard;Badang;Gord;Khufra;Kimmy;Chou;Grock;Lesley;Ling;Valentina
230881135525210098;Dyrroth;Faramis;Gord;Hayabusa;Lesley;Beatrix;Ling;Lolita;Valentina;Yin
286693428082835127;Chou;Gord;Lesley;Paquito;Yu Zhong;Beatrix;Gloo;Kaja;Ling;Xavier
662273861258115418;Alucard;Bane;Franco;Gusion;Lesley;Claude;Gord;Khufra;Minsitthar;Roger
283955463741040389;Chou;Franco;Ling;Pharsa;Wanwan;Brody;Gord;Minsitthar;Terizla;Yi Sun-shin
283394566781985196;Esmeralda;Franco;Lancelot;Lesley;Valentina;Beatrix;Khufra;Lapu-Lapu;Martis;Pharsa
282837453689117831;Aamon;Beatrix;Gord;Lolita;Yu Zhong;Brody;Franco;Martis;Terizla;Valentina
677707839120768795;Atlas;Esmeralda;Freya;Kadita;Moskov;Benedetta;Brody;Franco;Harley;Lylia
676973721835698706;Eudora;Freya;Melissa;Terizla;Tigreal;Franco;Lancelot;Ling;Moskov;Pharsa
676174746249491564;Beatrix;Franco;Freya;Minsitthar;Nana;Claude;Dyrroth;Karina;Minotaur;Valentina
675604481966764062;Diggie;Freya;Karrie;Terizla;Xavier;Atlas;Brody;Gatotkaca;Kagura;Yin
675047729651149736;Atlas;Beatrix;Granger;Terizla;Vale;Estes;Gusion;Irithel;Kagura;Silvanna
674453387781760627;Alpha;Fanny;Gloo;Melissa;Yve;Aulus;Lesley;Luo Yi;Selena;Terizla
615515780666758810;Claude;Fanny;Faramis;Franco;Freya;Brody;Estes;Fredrinn;Joy;Xavier
614508413267348817;Kadita;Khufra;Lancelot;Melissa;Zhask;Franco;Gloo;Hanzo;Natan;Pharsa
664932123891335272;Claude;Freya;Selena;Xavier;Yi Sun-shin;Esmeralda;Hilda;Lancelot;Melissa;Pharsa
664429788811361106;Beatrix;Benedetta;Hayabusa;Johnson;Valentina;Fredrinn;Jawhead;Karrie;Selena;Xavier
663886827635733991;Kaja;Ling;Martis;Melissa;Xavier;Claude;Freya;Gatotkaca;Khufra;Pharsa
264028954380781756;Brody;Faramis;Freya;Hanzo;Kadita;Franco;Hanabi;Martis;Vale;Yu Zhong
263404874157835382;Fanny;Franco;Lapu-Lapu;Lesley;Nana;Atlas;Claude;Freya;Gusion;Yve
262710760198160322;Cecilion;Estes;Fredrinn;Martis;Wanwan;Claude;Joy;Kaja;Lapu-Lapu;Vale
262108691682606007;Beatrix;Freya;Khufra;Valentina;Yi Sun-shin;Aamon;Clint;Estes;Lylia;Thamuz
261127850001216769;Beatrix;Fanny;Freya;Selena;Valentina;Esmeralda;Khufra;Lancelot;Layla;Yve
260445169244483639;Freya;Jawhead;Kagura;Khufra;Lesley;Beatrix;Gord;Harley;Joy;Natalia
2,47E+17;Cecilion;Edith;Franco;Karrie;Yi Sun-shin;Atlas;Freya;Hayabusa;Melissa;Pharsa
246449146432060993;Brody;Grock;Pharsa;Roger;Terizla;Atlas;Clint;Julian;Karina;Valentina
245725362838305230;Claude;Esmeralda;Martis;Minotaur;Pharsa;Estes;Freya;Helcurt;Kadita;Melissa
627274288726925176;Barats;Franco;Ruby;Wanwan;Yve;Claude;Kaja;Martis;Pharsa;Terizla
598682536818546445;Claude;Franco;Martis;Yu Zhong;Yve;Barats;Beatrix;Estes;Faramis;Lapu-Lapu
598221261625922155;Barats;Franco;Irithel;Lapu-Lapu;Yve;Aldous;Fanny;Faramis;Khufra;Wanwan
597789883700645376;Barats;Claude;Kaja;Yu Zhong;Yve;Brody;Franco;Minsitthar;X.Borg;Xavier
597316831707695354;Barats;Claude;Franco;Minsitthar;Yve;Fredrinn;Kaja;Layla;Valentina;Yin
596858648891524053;Bane;Faramis;Julian;Kaja;Popol and Kupa;Barats;Beatrix;Franco;Kagura;Yve
596424874374495927;Akai;Barats;Franco;Wanwan;Yve;Bane;Beatrix;Chou;Khufra;Valentina
683824512500908994;Aamon;Grock;Khufra;Moskov;Valentina;Fanny;Franco;Lapu-Lapu;Melissa;Xavier
683442831642214042;Grock;Hilda;Wanwan;Xavier;Yi Sun-shin;Fredrinn;Kadita;Lapu-Lapu;Lesley;Pharsa
642464578735600441;Argus;Claude;Franco;Hanzo;Zhask;Julian;Khufra;Pharsa;Terizla;Wanwan
270200388593775112;Hayabusa;Khufra;Melissa;Yu Zhong;Yve;Claude;Fanny;Faramis;Lapu-Lapu;Pharsa
674746545069747235;Akai;Benedetta;Karina;Melissa;Valentina;Claude;Hanzo;Kadita;Lapu-Lapu;Xavier
267681154051465422;Clint;Grock;Lancelot;Lolita;Xavier;Cecilion;Franco;Lesley;Ling;Yin
267020686865587203;Cecilion;Kadita;Lapu-Lapu;Lesley;Martis;Akai;Beatrix;Esmeralda;Julian;Valentina
254997248042942396;Brody;Grock;Helcurt;Lolita;Valentina;Cecilion;Clint;Fanny;Khufra;Saber
597825484684562015;Akai;Lancelot;Lapu-Lapu;Melissa;Xavier;Atlas;Beatrix;Fanny;Pharsa;Yu Zhong
597275557071980677;Grock;Helcurt;Kaja;Melissa;Valentina;Beatrix;Khufra;Lapu-Lapu;Martis;Pharsa
596721020959490623;Grock;Hayabusa;Khufra;Lesley;Valentina;Chou;Dyrroth;Pharsa;Wanwan;Yi Sun-shin
596393040076897876;Cecilion;Clint;Diggie;Fanny;Grock;Alpha;Estes;Lesley;Ling;Valentina
591371600537587118;Claude;Franco;Grock;Hayabusa;Yve;Chou;Khufra;Melissa;Pharsa;Yi Sun-shin
590848155693352647;Grock;Hayabusa;Kaja;Valentina;Wanwan;Badang;Franco;Melissa;Xavier;Yi Sun-shin
630685660991062352;Alucard;Claude;Hylos;Joy;Luo Yi;Barats;Beatrix;Edith;Estes;Lunox
265494951273287644;Aldous;Helcurt;Hylos;Layla;Odette;Arlott;Balmond;Beatrix;Kadita;Xavier
264735188738492639;Alpha;Hylos;Layla;Valir;Zilong;Atlas;Gatotkaca;Granger;Hanabi;Vexana
250680745780914726;Claude;Edith;Floryn;Gusion;Xavier;Dyrroth;Hylos;Kagura;Layla;Natan
249649232075367749;Cecilion;Granger;Hylos;Layla;Minsitthar;Diggie;Grock;Lancelot;Lesley;Valentina
248305216549363432;Arlott;Beatrix;Fanny;Franco;Kagura;Hylos;Layla;Minsitthar;Saber;Vale
657769802068987512;Hylos;Lapu-Lapu;Layla;Pharsa;Saber;Beatrix;Dyrroth;Edith;Leomord;Nana
656996338588518181;Hilda;Hylos;Lesley;Lylia;Saber;Brody;Estes;Harith;Joy;Nana
242170332508386720;Hanabi;Hylos;Layla;Pharsa;Saber;Cecilion;Fanny;Khufra;Minsitthar;Moskov
241745049141703066;Aamon;Martis;Moskov;Tigreal;Valentina;Dyrroth;Hylos;Layla;Nana;Paquito
241075803042671519;Hylos;Julian;Lesley;Luo Yi;Sun;Angela;Harley;Martis;Minsitthar;Moskov
237124179727273036;Edith;Gloo;Julian;Moskov;Zhask;Aldous;Hanabi;Hanzo;Hylos;Xavier
651425491127682659;Diggie;Esmeralda;Melissa;Minotaur;Xavier;Cecilion;Claude;Freya;Hylos;Yi Sun-shin
598321093845750636;Aldous;Franco;Karrie;Martis;Moskov;Aurora;Bruno;Hylos;Lancelot;Lancelot
597850425559649953;Barats;Moskov;Nana;Yve;Zilong;Alice;Beatrix;Eudora;Franco;Karrie
281916166023925310;Chou;Fanny;Hylos;Layla;Xavier;Brody;Edith;Gloo;Lancelot;Vale
280354357001307773;Aamon;Hilda;Hylos;Layla;Xavier;Beatrix;Cecilion;Franco;Gusion;Lancelot
702699334693273178;Edith;Joy;Khufra;Lesley;Martis;Dyrroth;Fanny;Hylos;Layla;Valentina
701708481443116409;Alice;Dyrroth;Minotaur;Nana;Wanwan;Hylos;Layla;Lylia;Martis;Roger
692399285857899601;Alpha;Hylos;Layla;Sun;Yve;Argus;Brody;Martis;Nana;Terizla
583280728260909918;Arlott;Diggie;Fredrinn;Melissa;Pharsa;Claude;Gloo;Lolita;Minsitthar;Yve
582820200392594726;Claude;Gloo;Lancelot;Lolita;Pharsa;Bane;Faramis;Martis;Melissa;Valentina
582051113483799653;Gloo;Hanzo;Kadita;Valentina;Wanwan;Irithel;Johnson;Leomord;Lunox;Martis
581493978916095705;Fredrinn;Khufra;Lapu-Lapu;Melissa;Yve;Claude;Kaja;Martis;Minsitthar;Pharsa
581019230411063920;Claude;Hayabusa;Joy;Lolita;Pharsa;Guinevere;Khufra;Lancelot;Lunox;Melissa
580457925430115723;Claude;Gloo;Kadita;Lancelot;Yve;Brody;Edith;Hanzo;Minsitthar;Valentina
579245134039905213;Brody;Faramis;Fredrinn;Grock;Lolita;Arlott;Beatrix;Gloo;Ling;Yve
578203033239972831;Beatrix;Gloo;Kagura;Khufra;Ling;Aldous;Brody;Kaja;Martis;Valentina
577636093261932470;Claude;Fredrinn;Kaja;Lapu-Lapu;Yve;Faramis;Franco;Martis;Melissa;Minsitthar
576791591022387602;Claude;Franco;Gloo;Hayabusa;Yve;Faramis;Hilda;Lancelot;Lapu-Lapu;Melissa
645682170665518730;Beatrix;Fredrinn;Gloo;Grock;Pharsa;Arlott;Khufra;Lancelot;Melissa;Yve
637173518329570095;Beatrix;Chou;Joy;Kadita;Lancelot;Aurora;Clint;Hayabusa;Khufra;Thamuz
636778840899837527;Claude;Gloo;Khufra;Lancelot;Pharsa;Atlas;Kaja;Melissa;Minsitthar;Xavier
636228720013727584;Aamon;Claude;Gloo;Khufra;Xavier;Freya;Karrie;Lancelot;Minsitthar;Valentina
635934033717613450;Beatrix;Chou;Joy;Lancelot;Xavier;Alpha;Edith;Kagura;Popol and Kupa;Valentina
635450888551517446;Grock;Hayabusa;Lapu-Lapu;Melissa;Valentina;Angela;Beatrix;Faramis;Fredrinn;Kaja
635093242329810920;Beatrix;Faramis;Joy;Khufra;Thamuz;Lolita;Martis;Moskov;Phoveus;Valentina
634781178596016946;Khufra;Lancelot;Melissa;Pharsa;Terizla;Claude;Gloo;Kagura;Ling;Minsitthar
673353163189888088;Brody;Fredrinn;Khufra;Lapu-Lapu;Valentina;Hayabusa;Karrie;Lunox;Minsitthar;Yu Zhong
675488440540844919;Belerick;Fanny;Harley;Lapu-Lapu;Lesley;Atlas;Clint;Lancelot;Valentina;Yu Zhong
675121104872918345;Harith;Khufra;Martis;Xavier;Yu Zhong;Brody;Cecilion;Franco;Lancelot;Ling
674837392218245181;Atlas;Brody;Julian;Nana;Terizla;Faramis;Hanzo;Karrie;Lapu-Lapu;Yve
231356060123902172;Aamon;Clint;Gloo;Khufra;Xavier;Hayabusa;Kaja;Lapu-Lapu;Miya;Valentina
656178224628280216;Brody;Hayabusa;Joy;Kadita;Xavier;Cecilion;Chou;Freya;Khufra;Moskov
654730580131354985;Aamon;Chou;Selena;Wanwan;Xavier;Karrie;Pharsa;Roger;Tigreal;Yin
654276675102610299;Alucard;Faramis;Kaja;Lapu-Lapu;Wanwan;Clint;Grock;Helcurt;Joy;Valentina
653865586602839589;Cyclops;Lapu-Lapu;Martis;Moskov;Nana;Hayabusa;Irithel;Kaja;Minsitthar;Valentina
651958006943084980;Cecilion;Joy;Khufra;Lapu-Lapu;Lesley;Atlas;Beatrix;Gloo;Lunox;Martis
651638740549135291;Brody;Cecilion;Estes;Lapu-Lapu;Martis;Fredrinn;Gloo;Hanabi;Khufra;Xavier
651205296744587814;Fredrinn;Lapu-Lapu;Lesley;Lolita;Valentina;Cecilion;Hanabi;Kaja;Martis;Yu Zhong
607889885844495262;Eudora;Hanzo;Joy;Minsitthar;Moskov;Brody;Franco;Lapu-Lapu;Paquito;Valentina
239493644465164640;Claude;Edith;Hanzo;Jawhead;Xavier;Badang;Brody;Fanny;Harley;Kaja
698919175062493953;Brody;Franco;Martis;Xavier;Yin;Claude;Gloo;Khufra;Paquito;Selena
698556112887027062;Atlas;Brody;Freya;Paquito;Pharsa;Khufra;Lapu-Lapu;Valentina;Wanwan;Yi Sun-shin
230202384663380381;Claude;Hayabusa;Khufra;Lapu-Lapu;Valentina;Franco;Kaja;Lancelot;Lesley;Xavier
603767108080280753;Claude;Dyrroth;Lancelot;Minsitthar;Pharsa;Hayabusa;Khufra;Lapu-Lapu;Melissa;Xavier
603491216561053236;Clint;Fredrinn;Grock;Kaja;Lunox;Chou;Claude;Joy;Lancelot;Xavier
603267461649832304;Gloo;Gusion;Lolita;Martis;Melissa;Brody;Chou;Hayabusa;Kadita;Xavier
601635966782831460;Hayabusa;Khufra;Lunox;Melissa;Terizla;Aamon;Claude;Lolita;Sun;Xavier
601287851093554238;Brody;Chou;Esmeralda;Gusion;Lunox;Gloo;Hayabusa;Johnson;Layla;Xavier
600989647219224347;Akai;Clint;Khufra;Lunox;X.Borg;Hayabusa;Lolita;Melissa;Minsitthar;Valentina
600643296761506304;Akai;Clint;Esmeralda;Estes;Lunox;Gloo;Jawhead;Lancelot;Melissa;Pharsa
600232345700689079;Akai;Claude;Khufra;Lunox;Terizla;Kagura;Lancelot;Lolita;Melissa;Minsitthar
599745618531868469;Akai;Dyrroth;Kaja;Karrie;Lunox;Carmilla;Grock;Martis;Melissa;Valir
599319196998851279;Benedetta;Fanny;Franco;Moskov;Pharsa;Hayabusa;Irithel;Jawhead;Terizla;Xavier
598749680040432998;Brody;Franco;Lancelot;Lapu-Lapu;Pharsa;Aamon;Karrie;Khufra;Lunox;Masha
598022649451401005;Akai;Beatrix;Fanny;Joy;Pharsa;Cecilion;Claude;Grock;Gusion;Hylos
597442274815658656;Faramis;Grock;Hayabusa;Irithel;Khufra;Akai;Diggie;Joy;Pharsa;Wanwan
596546005335295015;Beatrix;Edith;Khufra;Minsitthar;Pharsa;Chou;Claude;Hanzo;Lunox;X.Borg
228333678752139557;Brody;Hanzo;Khaleed;Lolita;Valentina;Granger;Lunox;Popol and Kupa;Selena;Wanwan
227723531403101393;Badang;Bruno;Lancelot;Pharsa;Popol and Kupa;Edith;Franco;Hanabi;Ling;Vale
226637420073287037;Franco;Kagura;Karina;Lapu-Lapu;Melissa;Edith;Fanny;Harley;Khufra;Phoveus
621334563704281217;Beatrix;Estes;Helcurt;Joy;Yve;Grock;Kaja;Ling;Popol and Kupa;Xavier
620732967635129073;Claude;Faramis;Lancelot;Lolita;Minsitthar;Esmeralda;Hayabusa;Khufra;Popol and Kupa;Yve
592290590394342570;Claude;Faramis;Fredrinn;Kadita;Yi Sun-shin;Grock;Hayabusa;Minsitthar;Popol and Kupa;Xavier
591506045898249388;Chou;Ling;Natalia;Pharsa;Popol and Kupa;Claude;Fanny;Kagura;Selena;Yin
656237138693769702;Atlas;Brody;Hanzo;Minsitthar;Pharsa;Chou;Harith;Khufra;Phoveus;Xavier
655675425690928415;Joy;Khufra;Martis;Miya;Xavier;Estes;Faramis;Paquito;Popol and Kupa;Terizla
654971708184379290;Khufra;Lapu-Lapu;Ling;Pharsa;Popol and Kupa;Beatrix;Franco;Lancelot;Valentina;Yu Zhong
654405618609863554;Dyrroth;Kaja;Lancelot;Popol and Kupa;Xavier;Alice;Beatrix;Phoveus;Rafaela;Yve
653587075152655844;Chou;Khufra;Ling;Pharsa;Popol and Kupa;Atlas;Guinevere;Leomord;Moskov;Vexana
652623378980712266;Atlas;Fanny;Paquito;Popol and Kupa;Xavier;Alucard;Brody;Nana;Ruby;Selena
651914258405304966;Granger;Khufra;Kimmy;Paquito;Popol and Kupa;Esmeralda;Gusion;Hanabi;Minsitthar;Vale
272007006456475256;Atlas;Hayabusa;Lapu-Lapu;Popol and Kupa;Xavier;Faramis;Fredrinn;Hilda;Melissa;X.Borg
270941652703602740;Alice;Lancelot;Natalia;Popol and Kupa;Xavier;Atlas;Fredrinn;Harith;Valentina;Wanwan
625099489086103567;Lapu-Lapu;Ling;Natalia;Popol and Kupa;Xavier;Brody;Faramis;Granger;Khaleed;Valentina
624216525414423259;Arlott;Diggie;Popol and Kupa;Xavier;Yi Sun-shin;Atlas;Change;Hanabi;Lancelot;Yin
623218761561888022;Brody;Diggie;Edith;Fredrinn;Xavier;Atlas;Julian;Lancelot;Popol and Kupa;Valentina
622290571884580809;Bane;Minsitthar;Popol and Kupa;Terizla;Yi Sun-shin;Akai;Gloo;Hanzo;Karrie;Valentina
622561790480189561;Atlas;Brody;Faramis;Roger;Valentina;Dyrroth;Estes;Fredrinn;Hanabi;Nana
677017131070391236;Change;Dyrroth;Fanny;Hanabi;Hilda;Arlott;Diggie;Valir;Wanwan;Yin
622669980706376898;Aldous;Fanny;Lesley;Selena;Valir;Franco;Granger;Layla;Martis;Yve
256082139602044446;Arlott;Atlas;Hanzo;Lesley;Valir;Franco;Harley;Martis;Melissa;Yve
255267040708608323;Alucard;Esmeralda;Melissa;Selena;Valir;Estes;Hanabi;Kagura;Lancelot;Martis
254415786780474499;Alucard;Lapu-Lapu;Minotaur;Moskov;Valir;Cecilion;Gusion;Layla;Selena;Yu Zhong
253654778705164422;Alucard;Bane;Franco;Moskov;Valir;Atlas;Cecilion;Lapu-Lapu;Ling;Wanwan
252902871665554621;Angela;Brody;Faramis;Julian;Martis;Fanny;Franco;Moskov;Valir;Yin
251732042105827094;Lancelot;Lolita;Miya;Terizla;Valir;Atlas;Clint;Hayabusa;Hilda;Luo Yi
250311138075289716;Badang;Brody;Estes;Kagura;Yin;Atlas;Joy;Layla;Ling;Nana
249303843690324907;Hanzo;Lapu-Lapu;Luo Yi;Tigreal;Wanwan;Franco;Gusion;Moskov;Paquito;Valir
248402192615939936;Balmond;Brody;Faramis;Valir;Vexana;Aamon;Julian;Kaja;Lesley;Martis
247182838515702115;Edith;Franco;Harley;Irithel;Pharsa;Belerick;Esmeralda;Granger;Moskov;Valir
658319119796212510;Aamon;Bane;Brody;Faramis;Valir;Alpha;Change;Hanabi;Valentina;Zilong
238616405984728962;Clint;Dyrroth;Hayabusa;Nana;Valir;Alice;Edith;Gloo;Hanabi;Pharsa
714357443597716125;Claude;Edith;Lancelot;Lolita;Valir;Brody;Estes;Kagura;Martis;Uranus
682670059651478530;Arlott;Belerick;Brody;Hayabusa;Xavier;Aldous;Kaja;Martis;Moskov;Yve
635559349360643717;Beatrix;Kadita;Martis;Pharsa;Xavier;Aulus;Clint;Gloo;Julian;Khufra
620370798813704934;Fanny;Fredrinn;Lolita;Moskov;Valentina;Aulus;Clint;Gloo;Kadita;Xavier
619897983043955996;Alice;Fanny;Lolita;Moskov;Valentina;Aamon;Brody;Khufra;Lunox;Minsitthar
280539590351177810;Aulus;Kagura;Khufra;Lapu-Lapu;Melissa;Badang;Claude;Kadita;Pharsa;Yi Sun-shin
719087916282800169;Clint;Julian;Khufra;Ling;Pharsa;Aulus;Dyrroth;Minotaur;Miya;Valentina
718502417751073272;Aulus;Brody;Gloo;Julian;Saber;Granger;Martis;Natalia;Vexana;Wanwan
718099592768380425;Lolita;Melissa;Terizla;Xavier;Yi Sun-shin;Aulus;Faramis;Julian;Karrie;Khufra
717591665640986977;Claude;Franco;Hanzo;Lapu-Lapu;Yve;Aulus;Cecilion;Melissa;Minotaur;Yu Zhong
717131670348617062;Aulus;Martis;Minotaur;Moskov;Xavier;Brody;Khufra;Minsitthar;Pharsa;Yi Sun-shin
242453233414399089;Atlas;Chou;Harith;Lesley;Yi Sun-shin;Fanny;Freya;Khufra;Melissa;Pharsa
696749447778853630;Aulus;Beatrix;Benedetta;Kaja;Valentina;Franco;Helcurt;Kadita;Martis;Wanwan
696653515389328874;Akai;Franco;Minsitthar;Natan;Pharsa;Aulus;Bane;Johnson;Julian;Lesley
696561323916319075;Aulus;Claude;Selena;Valentina;Yu Zhong;Lancelot;Martis;Melissa;Rafaela;Xavier
682686440656486459;Brody;Edith;Hanzo;Khufra;Pharsa;Beatrix;Fanny;Faramis;Lapu-Lapu;Selena
258021910041678803;Aulus;Claude;Gloo;Khufra;Pharsa;Beatrix;Grock;Martis;Minsitthar;Xavier
257316800965725799;Alice;Aulus;Khufra;Lapu-Lapu;Lesley;Brody;Martis;Minotaur;Terizla;Valentina
256331754511353777;Brody;Cyclops;Khufra;Lancelot;Minsitthar;Hayabusa;Lancelot;Lolita;Valentina;Wanwan
255148576920649878;Claude;Edith;Kagura;Lesley;Selena;Aulus;Brody;Grock;Minsitthar;Vale
222139648716845082;Clint;Fanny;Khufra;Martis;Valentina;Aulus;Beatrix;Kaja;Terizla;Xavier
627276994556101095;Badang;Clint;Franco;Hanzo;Lunox;Brody;Cyclops;Ling;Martis;Ruby
626240322594831107;Martis;Moskov;Selena;X.Borg;Xavier;Brody;Franco;Freya;Karina;Pharsa
625388961292514639;Alucard;Diggie;Hanabi;Lylia;Martis;Brody;Chou;Julian;Lancelot;Minsitthar
657815410326469982;Claude;Khufra;Lapu-Lapu;Xavier;Yi Sun-shin;Estes;Lesley;Ling;Martis;Pharsa
657584865071953841;Baxia;Chou;Claude;Natalia;Xavier;Harley;Minsitthar;Moskov;Paquito;Pharsa
657211198622232608;Beatrix;Franco;Gloo;Gusion;Hanzo;Clint;Freya;Lancelot;Terizla;Zhask
604293202920958913;Cecilion;Clint;Lolita;Martis;Terizla;Faramis;Hanabi;Harith;Hilda;Lancelot
656570037314348552;Clint;Grock;Kadita;Terizla;Yin;Arlott;Badang;Lesley;Luo Yi;Minsitthar
656098772027793393;Joy;Kimmy;Martis;Minsitthar;Yve;Brody;Hayabusa;Johnson;Pharsa;Terizla
655191378582132277;Franco;Odette;Paquito;Terizla;Wanwan;Argus;Clint;Estes;Martis;Xavier
654739539432657413;Edith;Kagura;Lolita;Miya;Yi Sun-shin;Chou;Harley;Hilda;Popol and Kupa;Valentina
282998527847122796;Brody;Estes;Harley;Hilda;Valir;Barats;Cecilion;Lapu-Lapu;Popol and Kupa;Selena
282201420571689720;Aamon;Chou;Estes;Karrie;Valentina;Lesley;Ling;Nana;Tigreal;Yin
652260531554041441;Brody;Fredrinn;Selena;Terizla;Valir;Cecilion;Clint;Dyrroth;Kaja;Martis
280447772539828708;Atlas;Chou;Claude;Fredrinn;Vexana;Bane;Clint;Franco;Gloo;Helcurt
279329448955294832;Clint;Edith;Kimmy;Valentina;Yu Zhong;Irithel;Julian;Kaja;Thamuz;Xavier
647024257750544743;Atlas;Clint;Martis;Selena;X.Borg;Aamon;Aurora;Franco;Lesley;Valentina
646791105450879965;Aldous;Lapu-Lapu;Lolita;Moskov;Xavier;Change;Clint;Edith;Franco;Ling
646442908157224144;Beatrix;Cecilion;Franco;Fredrinn;Helcurt;Akai;Chou;Clint;Fanny;Xavier
664370818910850206;Aldous;Johnson;Khufra;Ling;Valentina;Akai;Grock;Hanzo;Kadita;Lesley
663780686109411283;Atlas;Fredrinn;Masha;Wanwan;Yve;Aldous;Hanzo;Johnson;Kadita;Lesley
265397859242739716;Aldous;Hanzo;Johnson;Kadita;Lesley;Clint;Khufra;Lapu-Lapu;Ling;Xavier
265061275540652709;Akai;Arlott;Faramis;Lunox;Martis;Aldous;Hanzo;Johnson;Kadita;Lesley
264571370096032793;Aldous;Hanzo;Johnson;Kadita;Lesley;Claude;Faramis;Helcurt;Khufra;Lapu-Lapu
264147246370518855;Aldous;Hanzo;Johnson;Kadita;Lesley;Brody;Grock;Helcurt;Minsitthar;Valentina
263585662216696265;Benedetta;Johnson;Julian;Lapu-Lapu;Yve;Akai;Aldous;Hanzo;Kadita;Lesley
262691325471615591;Aldous;Hanzo;Johnson;Kadita;Lesley;Edith;Fanny;Faramis;Kaja;Melissa
261934861471704330;Aldous;Hanzo;Johnson;Kadita;Lesley;Claude;Faramis;Grock;Ling;Yu Zhong
261051957929566053;Fanny;Faramis;Fredrinn;Kadita;Wanwan;Aldous;Hanzo;Johnson;Julian;Lesley
260230863261784722;Aldous;Hanzo;Johnson;Kadita;Lesley;Arlott;Brody;Khufra;Lancelot;Valentina
259389341729543667;Aldous;Hanzo;Johnson;Kadita;Lesley;Alice;Fanny;Irithel;Khufra;Pharsa
